,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
1346,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_PESSOA,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1347,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_TIPOACAO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1348,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATCONTRATOS,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1351,RL_JUR_CIVEL_CADASTRADOS,,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1352,RL_JUR_CIVEL_FILA_ENCER_RECUSA,CIVEL_FILA_ENCERRAMENTO_RECUSA,,JURIDICO,JURIDICO
1353,RL_JUR_CIVEL_MLTA_PROCON,STG_JUR_ARQ_CIVEL_MLTA_PROCON,,JURIDICO,JURIDICO
1356,RL_JUR_CIVEL_PAGTO_MES,STG_JUR_ARQ_CIVEL_PAGTO_MES,,JURIDICO,JURIDICO
1365,RL_JUR_CIVEL_PROVISAO_ORIGINAL,RL_JUR_TBL_CIVEL_CADASTRADOS,RL_JUR_TBL_CIVEL_CADASTRADOS;,JURIDICO,JURIDICO
1381,RL_JUD_TBL_PROCESSO_AUD,STG_JUD_TBL_PROCESSO_AUD,PROCESSO_AUD,JURIDICO,JURIDICO
1409,RL_JUR_CIVEL_PROVISAO_ATUAL,,RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROV_ACAO;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PAGTO_MES;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_TBL_GARANTIA;RL_JUR_CIVEL_EMPRESAS;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_TD_FILA_PAGAMENTO;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_RISCO_ELEVAD;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ANT;RL_JUR_CIVEL_PROVISAO_ATUAL,JURIDICO,JURIDICO
1414,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_COMARCA,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
1415,RL_JUR_REL_GERENCIAL_PAGAMENTO,RL_JUR_TBL_ORGAO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGLANCAMENT;RL_JUR_TBL_RELPAGREGVALORES;RL_JUR_TBL_TIPOACAO,JURIDICO,JURIDICO
1417,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_FORUM,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1418,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_ORGAO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1419,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_ESCRITORIO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1428,RL_JUR_CIVEL_PROVISAO_ATUAL,RL_JUR_CIVEL_PROVISAO_ORIGINAL,RL_JUR_CIVEL_PROVISAO_ORIGINAL;,JURIDICO,JURIDICO
1434,RL_JUR_CIVEL_PROVISAO_ANT,STG_JUR_ARQ_CIVEL_PROVISAO_ANT,,JURIDICO,JURIDICO
1497,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATVALORPEDIDO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1622,RL_JUD_TBL_PROCESSO_AUD,,PROCESSO_AUD,JURIDICO,JURIDICO
1623,RL_JUD_TBL_PROCESSO_RESULTADO,STG_JUD_TBL_PROCESSO_RESULTADO,PROCESSO_RESULTADO,JURIDICO,JURIDICO
1627,RL_JUD_TBL_PROCESSO_STATUS,STG_JUD_TBL_PROCESSO_STATUS,PROCESSO_STATUS,JURIDICO,JURIDICO
1631,RL_JUD_TBL_PROCESSO_STATUS,,PROCESSO_STATUS,JURIDICO,JURIDICO
1632,RL_JUD_TBL_PROCESSO_TIPO,STG_JUD_TBL_PROCESSO_TIPO,PROCESSO_TIPO,JURIDICO,JURIDICO
1636,RL_JUD_TBL_PROCESSO_VALOR,STG_JUD_TBL_PROCESSO_VALOR,PROCESSO_VALOR,JURIDICO,JURIDICO
1640,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATPAGTOGEREN,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1655,RL_JUR_CIVEL_TD_CONSORCIO,STG_JUR_CIVEL_TD_CONSORCIO,prov_CIVEL_TD_CONSORCIO,JURIDICO,JURIDICO
1670,RL_JUR_CIVEL_TD_FILA_ENCERRMNT,CIVEL_TD_FILA_ENCERRAMENTO,,JURIDICO,JURIDICO
1677,RL_JUR_CIVEL_TD_FILA_PAGAMENTO,STG_JUR_ARQ_CIVEL_TD_FILA_PAG,,JURIDICO,JURIDICO
1770,RL_JUR_CIVEL_RISCO_APOS,STG_JUR_ARQ_CIVEL_RISCO_APOS,,JURIDICO,JURIDICO
1771,RL_JUR_CIVEL_RISCO_ELEVAD,STG_JUR_ARQ_CIVEL_RISCO_ELEVAD,,JURIDICO,JURIDICO
1791,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATFECHAMENTO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1804,RL_JUR_CIVEL_TR_IND_ANALITICO,RL_JUR_CIVEL_PROVISAO_ORIGINAL,RL_JUR_CIVEL_PROVISAO_ORIGINAL;,JURIDICO,JURIDICO
1820,RL_JUD_TBL_PROCESSO_VALOR_TIPO,STG_JUD_TBL_PROCESSO_VALOR_TIPO,PROCESSO_VALOR_TIPO,JURIDICO,JURIDICO
1826,RL_JUD_TBL_PROC_PARTE_OUTRO,STG_JUD_TBL_PROC_PARTE_OUTRO,PROCESSO_PARTE_OUTRO,JURIDICO,JURIDICO
1830,RL_JUD_TBL_PROC_VALOR_STATUS,STG_JUD_TBL_PROC_VALOR_STATUS,PROCESSO_VALOR_STATUS,JURIDICO,JURIDICO
1834,RL_JUD_TBL_RECURSO,STG_JUD_TBL_RECURSO,RECURSO,JURIDICO,JURIDICO
1844,RL_JUD_TBL_RECURSO,,RECURSO,JURIDICO,JURIDICO
1845,RL_JUD_TBL_RECURSO_TIPO,STG_JUD_TBL_RECURSO_TIPO,RECURSO_TIPO,JURIDICO,JURIDICO
1876,RL_JUR_CIVEL_TD_IMOBILI,STG_JUR_ARQ_CIVEL_TD_IMOBILI,,JURIDICO,JURIDICO
1881,RL_JUR_CIVEL_TD_MDL_RISCO,STG_JUR_ARQ_CIVEL_TD_MDL_RISCO,,JURIDICO,JURIDICO
1883,RL_JUR_CIVEL_TR_INDICE,RL_JUR_CIVEL_TR_IND_ANALITICO,RL_JUR_CIVEL_TR_IND_ANALITICO;,JURIDICO,JURIDICO
1905,RL_JUD_TBL_PROCESSO_VALOR,,PROCESSO_VALOR,JURIDICO,JURIDICO
1932,RL_JUD_TBL_REGISTRATION,STG_JUD_TBL_REGISTRATION,REGISTRATION,JURIDICO,JURIDICO
1940,RL_JUD_TBL_REGISTRATION,,REGISTRATION,JURIDICO,JURIDICO
1941,RL_JUD_TBL_RELATORIO_VALORES,STG_JUD_TBL_RELATORIO_VALORES,,JURIDICO,JURIDICO
1948,RL_JUD_TBL_RELATORIO_VALORES,,,JURIDICO,JURIDICO
1949,RL_JUD_TBL_RITO,STG_JUD_TBL_RITO,RITO,JURIDICO,JURIDICO
1953,RL_JUD_TBL_RITO,,RITO,JURIDICO,JURIDICO
1954,RL_JUD_TBL_USUARIO,STG_JUD_TBL_USUARIO,USUARIO,JURIDICO,JURIDICO
1962,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATLIMINAR,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
1996,RL_JUD_TBL_USUARIO,,USUARIO,JURIDICO,JURIDICO
1997,RL_JUD_TBL_VARA,STG_JUD_TBL_VARA,VARA,JURIDICO,JURIDICO
2026,RL_JUD_TBL_REGIAO,STG_JUD_TBL_REGIAO,REGIAO,JURIDICO,JURIDICO
2027,RL_JUD_TBL_REGIAO,,REGIAO,JURIDICO,JURIDICO
2075,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_RELATCAUSARAIZ,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
2079,RL_INV_REQUISICOES,STG_INV_REQUISICOES,REQUISICOES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2104,RL_JUD_TBL_AMOUNT,STG_JUD_TBL_AMOUNT,AMOUNT,JURIDICO,JURIDICO
2130,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELPAGREGVALORES,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
2133,RL_INV_CONTA_FORMALIZACAO,STG_INV_CONTA_FORMALIZACAO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2138,RL_INV_CONTA_FORMALIZACAO,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2139,RL_INV_CONTA_MATCH_COMPARACAO,STG_INV_CONTA_MATCH_COMPARACAO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2142,RL_INV_CONTA_MATCH_COMPARACAO,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2143,RL_INV_CONTA_NUMERO_CONTA,STG_INV_CONTA_NUMERO_CONTA,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2145,RL_INV_CONTA_PROCESSO,STG_INV_CONTA_PROCESSO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2147,RL_INV_CONTA_PROCESSO_BATCH,STG_INV_CONTA_PROCESSO_BATCH,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2150,RL_JUD_TBL_WF_FASE,STG_JUD_TBL_WF_FASE,WF_FASE,JURIDICO,JURIDICO
2176,RL_JUR_CIVEL_CADASTRADOS,RL_JUR_TBL_REGIAO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
2185,RL_JUR_CIVEL_PROVISAO_ATUAL,RL_JUR_CIVEL_PROV_ACAO,RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROV_ACAO;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PAGTO_MES;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_TBL_GARANTIA;RL_JUR_CIVEL_EMPRESAS;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_TD_FILA_PAGAMENTO;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_RISCO_ELEVAD;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ATUAL;RL_JUR_CIVEL_PROVISAO_ANT;RL_JUR_CIVEL_PROVISAO_ATUAL,JURIDICO,JURIDICO
2189,RL_JUR_CIVIL_TD_ESTRAGICO,STG_JUR_ARQ_CIVEL_TD_ESTRAGICO,,JURIDICO,JURIDICO
2244,RL_JUD_TBL_ANDAMENTO,STG_JUD_TBL_ANDAMENTO,ANDAMENTO,JURIDICO,JURIDICO
2251,RL_JUD_TBL_ANDAMENTO,,ANDAMENTO,JURIDICO,JURIDICO
2252,RL_JUD_TBL_AREA,STG_JUD_TBL_AREA,AREA,JURIDICO,JURIDICO
2267,RL_IMB_BS_BASE_COBRANCA,STG_IMB_CFF00108,\\panvfsp3011\PRODUCAO\TRANSFERENCIA\TRADIA164I\SAIDA - SUPERBASE_BS,MONTREAL,IMOBILIARIO
2288,RL_INV_DOCUMENTOS,STG_INV_DOCUMENTOS,DOCUMENTOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2300,RL_INV_DOCUMENTOS,,DOCUMENTOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2301,RL_INV_DOC_SR,STG_INV_DOC_SR,DOC_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2313,RL_INV_DOC_SR,,DOC_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2314,RL_INV_DOMINIOS,STG_INV_DOMINIOS,DOMINIOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2353,RL_INV_CONTA_PROCESSO_BATCH,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2354,RL_INV_CONTA_PROCESSO_ETAPA,STG_INV_CONTA_PROCESSO_ETAPA,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2357,RL_INV_CONTA_RESPOSTA_ANALISE,STG_INV_CONTA_RESPOSTA_ANALISE,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2359,RL_INV_CONTA_SELFIE,STG_INV_CONTA_SELFIE,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2431,RL_INV_CONTA_SELFIE,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2434,RL_INV_CONTA_STATUS,STG_INV_CONTA_STATUS,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2435,RL_INV_CONTA_STATUS,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2436,RL_INV_DADOS_ARQBLOQUETE_SR,STG_INV_DADOS_ARQBLOQUETE_SR,DADOSARQBLOQUETE_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
2460,RL_PROP_ACORDO,STG_VCL_CPROP,CPROP,NPV,VEICULOS
2473,RL_PROP_ANALISE,STG_VCL_EPROP,EPROP,NPV,VEICULOS
2486,RL_PROP_ANALISE,,EPROP,NPV,VEICULOS
2487,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_PROCESSO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
2488,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_RELATFECHAMENTO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
2490,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_INFOPROCESSO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
