,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
17810,RL_INV_DADOS_ARQBLOQUETE_SR,,DADOSARQBLOQUETE_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
17814,RL_CGO_CONT_ENV_DTPREV_ARQ,,CONTRATOSENVIADOSDATAPREV_ARQUIVOS,PANCRED,PANCRED
17816,RL_CGO_B_LIST_CONT_SIAPE,STG_CGO_B_LIST_CONT_SIAPE,BlacklistContratosSiape,PANCRED,PANCRED
17841,RL_INV_RISCO_PESSOAS,,RISCO_PESSOAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
17864,RL_INV_TITULOS,,TITULOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
17890,RL_CGO_CAD_COBRADORA,,TACOB,PANCRED,PANCRED
17891,RL_CGO_TP_COBRANCA,STG_CGO_TSCOB,TSCOB,PANCRED,PANCRED
17895,RL_CGO_TP_COBRANCA,,TSCOB,PANCRED,PANCRED
17896,RL_CGO_BASE_PERDAS,,,PANCRED,PANCRED
17898,RL_CGO_BASE_PERDAS,RL_OPER_CONTRATO_FUNCAO,,PANCRED,PANCRED
17903,RL_CGO_B_LIST_CONT_SIAPE,,BlacklistContratosSiape,PANCRED,PANCRED
17905,RL_CGO_CONT_ENV_DATAPREV,STG_CGO_CONT_ENV_DATAPREV,CONTRATOSENVIADOSDATAPREV,PANCRED,PANCRED
17915,RL_CGO_CONT_ENV_DATAPREV,,CONTRATOSENVIADOSDATAPREV,PANCRED,PANCRED
17916,RL_CGO_CONT_PEND_AVERBACAO,STG_CGO_CONT_PEND_AVERBACAO,ContratoPendenteAverbacao,PANCRED,PANCRED
17926,RL_CGO_CONT_PEND_AVERBACAO,,ContratoPendenteAverbacao,PANCRED,PANCRED
17927,RL_CGO_CONT_REAVERBADO,STG_CGO_CONT_REAVERBADO,ContratoReaverbado,PANCRED,PANCRED
17931,RL_CGO_CONT_REAVERBADO,,ContratoReaverbado,PANCRED,PANCRED
17932,RL_CGO_TENTATIVA_REAV,STG_CGO_TENTATIVA_REAV,TentativaReaverbacao,PANCRED,PANCRED
17965,ARQ_PREV_FRD_REGRA_21,RL_CNS_LOGS,RL_CNS_CAD_CLI;RL_CNS_LOGS,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
17968,ARQ_PREV_FRD_REGRA_21,RL_CNS_CAD_CLI,RL_CNS_CAD_CLI;RL_CNS_LOGS,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
17971,ARQ_PREV_FRD_REGRA_22_1,RL_CGO_TP_OPERACAO,RL_CGO_TP_OPERACAO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18021,RL_INV_ABCPFOR0,,ABCPFOR0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
18031,RL_INV_BARRAS,,BARRAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
18117,RL_INV_FAVORECIDOS,,FAVORECIDOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
18125,RL_CGO_CBR_CONSIGNADO,,STG_CGO_TSCOB,PANCRED,PANCRED
18127,RL_CGO_RENEG_ACORDO,STG_CGO_CRENE,CRENE,PANCRED,PANCRED
18146,RL_CGO_TENTATIVA_REAV,,TentativaReaverbacao,PANCRED,PANCRED
18147,RL_CGO_TCSUB,STG_CGO_TCSUB,TCSUB,PANCRED,PANCRED
18149,RL_CGO_TCSUB,,TCSUB,PANCRED,PANCRED
18150,RL_CGO_EXT_DOCS,STG_CGO_EDOCS,EDOCS,PANCRED,PANCRED
18167,RL_CGO_EXT_DOCS,,EDOCS,PANCRED,PANCRED
18169,RL_CGO_CAD_OCOR_RET,STG_CGO_TOCTE,TOCTE,PANCRED,PANCRED
18175,RL_CGO_CAD_OCOR_RET,,TOCTE,PANCRED,PANCRED
18177,RL_CGO_CORBAN,STG_CGO_CORBAN,CAD_CORBAN,PANCRED,PANCRED
18187,RL_BCD_TRANSACOES_SPB,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
18189,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_CTRO,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18194,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_PARC,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18248,RL_INV_ABCPPAG0,,ABCPPAG0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
18291,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_CAD_USUARIO,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18353,RL_CGO_RENEG_ACORDO,,CRENE,PANCRED,PANCRED
18354,RL_CGO_RENEG_ACORDO_AUX,STG_CGO_CRENE_COPER,COPER,PANCRED,PANCRED
18358,RL_CGO_RENEG_ACORDO_AUX,,COPER,PANCRED,PANCRED
18359,RL_CGO_CBR_BAIXAS_PAGAMENTO,RL_OPER_CONT_PARCELA_FUNCAO,STG_CGO_ESCOB,PANCRED,PANCRED
18364,RL_CGO_CBR_BAIXAS_PAGAMENTO,RL_CAD_HIST_FIN_FUNCAO,STG_CGO_ESCOB,PANCRED,PANCRED
18387,RL_CGO_CORBAN,,CAD_CORBAN,PANCRED,PANCRED
18388,RL_CGO_TEDS_DEVOLVIDAS,RL_CGO_CAD_USUARIO,STG_CGO_TORG3,PANCRED,PANCRED
18423,RL_FMR_PROP_TIPO_OBS,,PROP_TIPO_OBS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18424,RL_FMR_SELFIE,STG_FMR_SELFIE,SELFIE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18434,RL_FMR_SELFIE,,SELFIE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18436,RL_FMR_SIGNATARIO,STG_FMR_SIGNATARIO,SIGNATARIO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18440,RL_FMR_SIGNATARIO,,SIGNATARIO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18442,RL_FMR_SIGNATARIO_PROPOSTA,STG_FMR_SIGNATARIO_PROPOSTA,SIGNATARIO_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18444,RL_FMR_SIGNATARIO_PROPOSTA,,SIGNATARIO_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18445,RL_FMR_STATUS_PROPOSTA,STG_FMR_STATUS_PROPOSTA,STATUS_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18448,RL_FMR_STATUS_PROPOSTA,,STATUS_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18449,RL_FMR_TERMO,STG_FMR_TERMO,TERMO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
18500,RL_ATL_PRODUTOS_HISTORICO,STG_ATL_PRODUTOS,STG_ATL_PRODUTOS;STG_ATL_PRODUTOS_HISTORICO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18590,ARQ_PREV_FRD_REGRA_16,RL_VCL_RET_GRAVAME,RL_CTRO;RL_VCL_CAD_VEIC_GRAVAME;RL_VCL_CONTR_GRAVAME;RL_VCL_RET_GRAVAME,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18600,ARQ_PREV_FRD_REGRA_8_9,,RL_CGO_COMISSIONADO;RL_CGO_COMISS_CALCULADAS;RL_CGO_CTRO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18656,ARQ_PREV_FRD_REGRA_17,RL_VCL_CAD_USUARIO_VEIC,RL_VCL_CAD_USUARIO_VEIC;RL_VCL_CAD_VEIC_GRAVAME;RL_VCL_CONTR_GRAVAME;RL_VCL_RET_GRAVAME,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
18666,RL_VCL_CAD_COMISSIONADOS,,TASSE,NPV,VEICULOS
18690,RL_VCL_GESTAO_AREA,STG_VCL_TGEA,TGEA,NPV,VEICULOS
18695,RL_VCL_GESTAO_AREA,,TGEA,NPV,VEICULOS
18755,RL_CRT_NPC_TBL_REMESSA_REGISTRO,STG_CRT_NPC_TBL_REMESSA_REGISTRO,NPC_TBL_REMESSA_REGISTRO,DB CARTOES,CARTOES
18782,RL_VCL_CRIT_ALC_ACORDO,STG_VCL_TCRITALCACR,TCRITALCACR,NPV,VEICULOS
18787,RL_VCL_CRIT_ALC_ACORDO,,TCRITALCACR,NPV,VEICULOS
18788,RL_VCL_CRIT_ALCADA,STG_VCL_TCRITALC,TCRITALC,NPV,VEICULOS
18798,RL_VCL_CRIT_ALCADA,,TCRITALC,NPV,VEICULOS
18800,RL_VCL_CRIT_ALC_CREDITO,STG_VCL_TCRITALCCRD,TCRITALCCRD,NPV,VEICULOS
18802,RL_VCL_CRIT_ALC_CREDITO,,TCRITALCCRD,NPV,VEICULOS
18804,RL_VCL_CRIT_ALC_FORM,STG_VCL_TCRITALCFRM,TCRITALCFRM,NPV,VEICULOS
18807,RL_VCL_CRIT_ALC_FORM,,TCRITALCFRM,NPV,VEICULOS
18808,RL_VCL_CRIT_ATIVIDADE,STG_VCL_TCRITATIV,TCRITATIV,NPV,VEICULOS
18810,RL_VCL_CRIT_ATIVIDADE,,TCRITATIV,NPV,VEICULOS
18811,RL_VCL_CRIT_GRUPO,STG_VCL_TCRITGRUPO,TCRITGRUPO,NPV,VEICULOS
18812,RL_VCL_CRIT_GRUPO,,TCRITGRUPO,NPV,VEICULOS
18813,RL_VCL_CRIT_ORIGENS,STG_VCL_TCRITUSORG,TCRITUSORG,NPV,VEICULOS
18816,RL_VCL_CRIT_ORIGENS,,TCRITUSORG,NPV,VEICULOS
18818,RL_VCL_CRIT_PRIORIZACAO,STG_VCL_TCRITPRIO,TCRITPRIO,NPV,VEICULOS
18890,RL_CRT_NPC_TBL_REMESSA_REGISTRO,,NPC_TBL_REMESSA_REGISTRO,DB CARTOES,CARTOES
18891,RL_CRT_NPC_TBL_RETORNO_REGISTRO,STG_CRT_NPC_TBL_RETORNO_REGISTRO,NPC_TBL_RETORNO_REGISTRO,DB CARTOES,CARTOES
18911,RL_VCL_CRIT_PRIORIZACAO,,TCRITPRIO,NPV,VEICULOS
18913,RL_VCL_CRIT_PRODUTOS,STG_VCL_TCRITPROD,TCRITPROD,NPV,VEICULOS
18915,RL_VCL_CRIT_PRODUTOS,,TCRITPROD,NPV,VEICULOS
18917,RL_VCL_PARC_BLOQ,STG_VCL_EBLOQ,EBLOQ,NPV,VEICULOS
18925,RL_VCL_PARC_BLOQ,,EBLOQ,NPV,VEICULOS
18926,RL_VCL_MOT_BLOQ,STG_VCL_TMVBLQ,TMVBLQ,NPV,VEICULOS
18927,RL_VCL_MOT_BLOQ,,TMVBLQ,NPV,VEICULOS
18974,RL_CRT_CAD_VENDA_CARTAO_WEB,,CAD_VENDA_CARTAO_WEB,DB CARTOES,CARTOES
18991,RL_CRT_ARQ_PARCEL_FATURA,,ARQ_PARCELAMENTO_FATURA,DB CARTOES,CARTOES
19028,RL_CRT_TITULO,STG_CRT_TITULO,TAB_TITULO,INTERSIC,CARTOES
19050,RL_CRT_TITULO,,TAB_TITULO,INTERSIC,CARTOES
19051,RL_CRT_DISTRIBUICAO,STG_CRT_DISTRIBUICAO,TAB_DISTRIBUICAO,INTERSIC,CARTOES
19058,RL_CRT_DISTRIBUICAO,,TAB_DISTRIBUICAO,INTERSIC,CARTOES
19143,RL_CRT_NPC_TBL_RETORNO_REGISTRO,,NPC_TBL_RETORNO_REGISTRO,DB CARTOES,CARTOES
19157,RL_FMR_HIST_CONTRATO_ASSINADO,,HIST_CONTRATO_ASSINADO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19158,RL_FMR_HIST_CONT_A_A_SIG_PROPOSTA,STG_FMR_HIST_CONT_A_A_SIG_PROPOSTA,HIST_CONT_A_A_SIG_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19159,RL_FMR_HIST_CONT_A_A_SIG_PROPOSTA,,HIST_CONT_A_A_SIG_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19225,RL_CPE_PRODUTO_GV,,TPROD,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19230,RL_FMR_VCL_ANALISESPROPOSTAS,,ANALISESPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19232,RL_FMR_VCL_PROCESSOSANTIFRAUDE,STG_FMR_VCL_PROCESSOSANTIFRAUDE,PROCESSOSANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19239,RL_FMR_VCL_PROCESSOSANTIFRAUDE,,PROCESSOSANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19241,RL_FMR_VCL_PROCESSOSFORMALIZACAO,STG_FMR_VCL_PROCESSOSFORMALIZACAO,PROCESSOSFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19243,RL_FMR_VCL_PROCESSOSFORMALIZACAO,,PROCESSOSFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19244,RL_FMR_VCL_PROCESSOSPROPOSTAS,STG_FMR_VCL_PROCESSOSPROPOSTAS,PROCESSOSPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19251,RL_FMR_PROPOSTA,STG_FMR_PROPOSTA,PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19258,RL_FMR_PROPOSTA,,PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19259,RL_FMR_PROPOSTA_DOC_OUTROS,STG_FMR_PROPOSTA_DOC_OUTROS,PROPOSTA_DOC_OUTROS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19263,RL_FMR_PROPOSTA_DOC_OUTROS,,PROPOSTA_DOC_OUTROS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19264,RL_FMR_PROPOSTA_MOTIVO_PENDENCIA,STG_FMR_PROPOSTA_MOTIVO_PENDENCIA,PROPOSTA_MOTIVO_PENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19267,RL_FMR_PROPOSTA_MOTIVO_PENDENCIA,,PROPOSTA_MOTIVO_PENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19269,RL_FMR_BCD_ANALISES_ANTI_FRAUDE,STG_FMR_BCD_ANALISES_ANTI_FRAUDE,ANALISES_ANTI_FRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19337,RL_CRT_ARQ_MONETARIO,,ARQ_MONETARIO,DB CARTOES,CARTOES
19373,RL_CRT_ARQ_FATURA_PARCELA,STG_CRT_ARQ_FATURA_PARCELA,ARQ_FATURA_PARCELA,DB CARTOES,CARTOES
19451,RL_CPE_RET_CNS_SERVCON,STG_CPE_ECONSLTR,ECONSLTR,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19453,RL_CPE_RET_CNS_SERVCON,,ECONSLTR,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19490,RL_FMR_VCL_PROCESSOSPROPOSTAS,,PROCESSOSPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19491,RL_FMR_VCL_PROCESSOSVEICULO,STG_FMR_VCL_PROCESSOSVEICULO,PROCESSOSVEICULO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19492,RL_FMR_VCL_PROCESSOSVEICULO,,PROCESSOSVEICULO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - VEÍCULOS
19494,RL_FMR_CGO_ANALISESANTIFRAUDE,STG_FMR_CGO_ANALISESANTIFRAUDE,ANALISESANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19502,RL_FMR_CGO_ANALISESANTIFRAUDE,,ANALISESANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19504,RL_FMR_CGO_ANALISESFORMALIZACAO,STG_FMR_CGO_ANALISESFORMALIZACAO,ANALISESFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19507,RL_FMR_BCD_ANALISES_ANTI_FRAUDE,,ANALISES_ANTI_FRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19509,RL_FMR_BCD_ANALISES_FORMALIZACAO,STG_FMR_BCD_ANALISES_FORMALIZACAO,ANALISES_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19516,RL_FMR_BCD_ANALISES_FORMALIZACAO,,ANALISES_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19517,RL_FMR_BCD_ANALISE_SIMILARES,STG_FMR_BCD_ANALISE_SIMILARES,ANALISE_SIMILARES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19520,RL_FMR_BCD_ANALISE_SIMILARES,,ANALISE_SIMILARES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19521,RL_FMR_BCD_ANALISES_PROPOSTAS,STG_FMR_BCD_ANALISES_PROPOSTAS,ANALISES_PROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19524,RL_FMR_BCD_ANALISES_PROPOSTAS,,ANALISES_PROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19525,RL_FMR_BCD_ENDERECOS,STG_FMR_BCD_ENDERECOS,ENDERECOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19582,RL_BCD_SGT_ORIGEMTRANSACAO,STG_CRT_SGT_ORIGEMTRANSACAO,TB_ORIGEMTRANSACAO,SGT,CARTOES
19583,RL_BCD_SGT_ORIGEMTRANSACAO,,TB_ORIGEMTRANSACAO,SGT,CARTOES
19584,RL_BCD_SGT_PARAMETROS,STG_CRT_SGT_PARAMETROS,TB_PARAMETROS,SGT,CARTOES
19585,RL_BCD_SGT_REGRAS_TXN,STG_CRT_SGT_REGRAS_TXN,TB_REGRAS_TXN,SGT,CARTOES
19587,RL_BCD_SGT_REGRAS_TXN,,TB_REGRAS_TXN,SGT,CARTOES
19588,RL_BCD_SGT_RETORNOTRANSACAO,STG_CRT_SGT_RETORNOTRANSACAO,TB_RETORNOTRANSACAO,SGT,CARTOES
19592,RL_BCD_SGT_TIPOTRANSACAO,STG_CRT_SGT_TIPOTRANSACAO,TB_TIPOTRANSACAO,SGT,CARTOES
19685,RL_CPE_CNS_SERVCON,,ECONSULT,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19710,RL_FMR_CGO_ANALISESFORMALIZACAO,,ANALISESFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19712,RL_FMR_CGO_ANALISESIMILARES,STG_FMR_CGO_ANALISESIMILARES,ANALISESIMILARES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19716,RL_FMR_CGO_ANALISESIMILARES,,ANALISESIMILARES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19718,RL_FMR_CGO_ANALISESPROPOSTAS,STG_FMR_CGO_ANALISESPROPOSTAS,ANALISESPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19720,RL_FMR_CGO_ANALISESPROPOSTAS,,ANALISESPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19722,RL_FMR_CGO_PROCESSOSANTIFRAUDE,STG_FMR_CGO_PROCESSOSANTIFRAUDE,PROCESSOSANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19728,RL_FMR_CGO_PROCESSOSANTIFRAUDE,,PROCESSOSANTIFRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19729,RL_FMR_CGO_PROCESSOSFORMALIZACAO,STG_FMR_CGO_PROCESSOSFORMALIZACAO,PROCESSOSFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19731,RL_FMR_CGO_PROCESSOSFORMALIZACAO,,PROCESSOSFORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19734,RL_FMR_BCD_ENDERECOS,,ENDERECOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19736,RL_FMR_BCD_PROC_ANTI_FRAUDE,STG_FMR_BCD_PROC_ANTI_FRAUDE,PROC_ANTI_FRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19745,RL_FMR_BCD_PROC_ANTI_FRAUDE,,PROC_ANTI_FRAUDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19747,RL_FMR_BCD_PROC_BANCO_DIGITAL,STG_FMR_BCD_PROC_BANCO_DIGITAL,PROC_BANCO_DIGITAL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19748,RL_FMR_BCD_PROC_BANCO_DIGITAL,,PROC_BANCO_DIGITAL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19750,RL_FMR_BCD_PROC_FORMALIZACAO,STG_FMR_BCD_PROC_FORMALIZACAO,PROC_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19752,RL_FMR_BCD_PROC_FORMALIZACAO,,PROC_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19753,RL_FMR_BCD_PROC_PROPOSTAS,STG_FMR_BCD_PROC_PROPOSTAS,PROC_PROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19873,RL_CPE_OPERACOES,,COPER,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19893,RL_CPE_PROPOSTAS_ACORDO,STG_CPE_CPROP,CPROP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
19916,RL_FMR_CGO_PROCESSOSPROPOSTAS,STG_FMR_CGO_PROCESSOSPROPOSTAS,PROCESSOSPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19925,RL_FMR_CGO_PROCESSOSPROPOSTAS,,PROCESSOSPROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - CONSIGNADO
19927,RL_FMR_ANALISES,STG_FMR_ANALISES,ANALISES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19936,RL_FMR_ANALISES,,ANALISES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19938,RL_FMR_ANALISESINTEGRACOES,STG_FMR_ANALISESINTEGRACOES,ANALISESINTEGRACOES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19943,RL_FMR_ANALISESINTEGRACOES,,ANALISESINTEGRACOES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19944,RL_FMR_ANALISESMOTIVOSPENDENCIA,STG_FMR_ANALISESMOTIVOSPENDENCIA,ANALISESMOTIVOSPENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19953,RL_FMR_BCD_PROC_PROPOSTAS,,PROC_PROPOSTAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL - BANCO DIGITAL
19955,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_ANALISES,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19956,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_ANALISESSTATUS,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19958,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_FILAS,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19959,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_BCD_ANALISES_ANTI_FRAUDE,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
19996,RL_CAD_CLASS_LOJA,STG_VCL_TTPPROD,TORG4,NPV,VEICULOS
19998,RL_CAD_CLASS_LOJA,STG_VCL_TCLASORG,TORG4,NPV,VEICULOS
20085,RL_FMR_ANALISESMOTIVOSPENDENCIA,,ANALISESMOTIVOSPENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20087,RL_FMR_ANALISESSTATUS,STG_FMR_ANALISESSTATUS,ANALISESSTATUS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20089,RL_FMR_ANALISESSTATUS,,ANALISESSTATUS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20091,RL_FMR_FILAS,STG_FMR_FILAS,FILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20096,RL_FMR_FILAS,,FILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20097,RL_FMR_FILASTRABALHO,STG_FMR_FILASTRABALHO,FILASTRABALHO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20101,RL_FMR_FILASTRABALHO,,FILASTRABALHO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20102,RL_FMR_INTEGRACOESBIOMETRIA,STG_FMR_INTEGRACOESBIOMETRIA,INTEGRACOESBIOMETRIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20106,RL_FMR_INTEGRACOESBIOMETRIA,,INTEGRACOESBIOMETRIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20107,RL_FMR_MESAS,STG_FMR_MESAS,MESAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20109,RL_FMR_MESAS,,MESAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20110,RL_FMR_MOTIVOSPENDENCIA,STG_FMR_MOTIVOSPENDENCIA,MOTIVOSPENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20115,RL_FMR_PASSAGEM_FORMALIZADOR,,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20119,RL_FMR_AUDIENCIA_APROV_PENDE,STG_FMR_AUDIENCIA_APROV_PENDE,AUDIENCIA_APROV_PENDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20121,RL_FMR_AUDIENCIA_APROV_PENDE,STG_FMR_AUDIENCIA_APROV_PENDE_CLI360,AUDIENCIA_APROV_PENDE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
